Date,MaxT,WS_Name
34115,17,AALBORG
34117,15,COPENHAGEN KASTRUP
34118,14,AALBORG
34119,16,BILLUND LUFTHAVN
34119,17,AALBORG
34119,17,SKAGEN
34121,12,BILLUND LUFTHAVN
34121,13,THYBOROEN
34123,21,KARUP
34126,15,SKAGEN
34127,18,AALBORG
34127,20,ODENSE / BELDRINGE
34131,23,SKAGEN
34107,20,AALBORG
34107,20,THYBOROEN
34108,23,AALBORG
34109,22,SKAGEN
34109,26,COPENHAGEN KASTRUP
34110,21,SKAGEN
34110,26,AALBORG
34111,15,THYBOROEN
34112,23,KARUP
34113,19,SKRYDSTRUP
34113,21,AALBORG
34114,13,KARUP
34115,16,SKAGEN
34117,16,KARUP
34117,17,SKAGEN
34118,13,KARUP
34118,13,SKRYDSTRUP
34120,15,THYBOROEN
34120,17,KARUP
34121,13,SKRYDSTRUP
34121,14,KARUP
34123,19,COPENHAGEN KASTRUP
34125,21,COPENHAGEN KASTRUP
34126,21,ODENSE / BELDRINGE
34127,14,THYBOROEN
34127,19,KARUP
34128,24,ODENSE / BELDRINGE
34129,18,SKAGEN
34098,21,BILLUND LUFTHAVN
34099,22,ODENSE / BELDRINGE
34100,20,SKRYDSTRUP
34102,10,THYBOROEN
34102,21,ODENSE / BELDRINGE
34103,17,SKRYDSTRUP
34103,18,AALBORG
34104,17,SKAGEN
34104,18,SKRYDSTRUP
34105,13,SKAGEN
34105,15,BILLUND LUFTHAVN
34105,17,AALBORG
34105,17,ODENSE / BELDRINGE
34106,17,COPENHAGEN KASTRUP
34106,19,TIRSTRUP
34109,24,BILLUND LUFTHAVN
34110,26,TIRSTRUP
34111,20,KARUP
34112,17,SKRYDSTRUP
34112,19,BILLUND LUFTHAVN
34114,16,COPENHAGEN KASTRUP
34115,16,BILLUND LUFTHAVN
34116,17,KARUP
34118,12,THYBOROEN
34118,14,COPENHAGEN KASTRUP
34119,15,THYBOROEN
34119,17,COPENHAGEN KASTRUP
34095,13,SKAGEN
34096,13,AALBORG
34096,15,KARUP
34097,13,THYBOROEN
34097,16,ODENSE / BELDRINGE
34097,19,BILLUND LUFTHAVN
34098,17,THYBOROEN
34101,21,ODENSE / BELDRINGE
34101,22,COPENHAGEN KASTRUP
34101,23,KARUP
34102,16,SKAGEN
34102,21,KARUP
34103,20,COPENHAGEN KASTRUP
34104,15,TIRSTRUP
34107,22,KARUP
34108,23,COPENHAGEN KASTRUP
34110,23,THYBOROEN
34110,26,COPENHAGEN KASTRUP
34111,21,ODENSE / BELDRINGE
34115,16,KARUP
34116,17,SKRYDSTRUP
34116,18,AALBORG
34117,11,BILLUND LUFTHAVN
34118,13,BILLUND LUFTHAVN
34118,14,SKAGEN
34120,16,ODENSE / BELDRINGE
34121,15,AALBORG
34107,20,SKRYDSTRUP
34107,21,ODENSE / BELDRINGE
34108,23,SKRYDSTRUP
34109,25,TIRSTRUP
34110,23,BILLUND LUFTHAVN
34110,26,KARUP
34111,13,SKRYDSTRUP
34111,21,SKAGEN
34111,21,TIRSTRUP
34111,24,COPENHAGEN KASTRUP
34112,23,AALBORG
34112,24,TIRSTRUP
34113,18,BILLUND LUFTHAVN
34114,13,SKAGEN
34115,16,TIRSTRUP
34116,18,SKAGEN
34117,13,SKRYDSTRUP
34117,14,TIRSTRUP
34117,15,ODENSE / BELDRINGE
34118,14,TIRSTRUP
34119,17,KARUP
34119,18,ODENSE / BELDRINGE
34120,14,SKRYDSTRUP
34121,14,SKAGEN
34122,18,SKRYDSTRUP
34123,17,ODENSE / BELDRINGE
34124,22,ODENSE / BELDRINGE
34125,22,BILLUND LUFTHAVN
34111,14,BILLUND LUFTHAVN
34111,23,AALBORG
34112,20,SKAGEN
34113,13,THYBOROEN
34113,19,KARUP
34113,21,ODENSE / BELDRINGE
34113,23,COPENHAGEN KASTRUP
34115,16,ODENSE / BELDRINGE
34115,16,SKRYDSTRUP
34116,17,BILLUND LUFTHAVN
34116,17,COPENHAGEN KASTRUP
34116,17,THYBOROEN
34121,14,ODENSE / BELDRINGE
34121,15,COPENHAGEN KASTRUP
34122,16,BILLUND LUFTHAVN
34123,15,THYBOROEN
34123,21,AALBORG
34124,14,THYBOROEN
34124,20,COPENHAGEN KASTRUP
34124,21,BILLUND LUFTHAVN
34125,15,THYBOROEN
34125,17,SKAGEN
34125,24,TIRSTRUP
34126,20,BILLUND LUFTHAVN
34126,21,COPENHAGEN KASTRUP
34128,20,BILLUND LUFTHAVN
34117,19,AALBORG
34118,15,ODENSE / BELDRINGE
34120,15,SKAGEN
34123,18,TIRSTRUP
34123,18,BILLUND LUFTHAVN
34124,19,AALBORG
34125,20,AALBORG
34126,20,TIRSTRUP
34127,19,SKRYDSTRUP
34128,17,SKAGEN
34128,22,SKRYDSTRUP
34129,23,BILLUND LUFTHAVN
34130,21,SKAGEN
34131,25,THYBOROEN
34131,28,KARUP
34133,16,TIRSTRUP
34133,17,AALBORG
34134,15,AALBORG
34134,17,TIRSTRUP
34135,15,KARUP
34135,17,ODENSE / BELDRINGE
34136,15,THYBOROEN
34136,17,KARUP
34138,15,SKAGEN
34138,17,KARUP
34141,15,SKRYDSTRUP
34142,17,AALBORG
34143,17,COPENHAGEN KASTRUP
34129,22,COPENHAGEN KASTRUP
34130,24,AALBORG
34132,20,TIRSTRUP
34132,23,BILLUND LUFTHAVN
34133,20,COPENHAGEN KASTRUP
34134,19,COPENHAGEN KASTRUP
34135,13,THYBOROEN
34135,18,TIRSTRUP
34137,15,KARUP
34137,16,SKRYDSTRUP
34139,17,SKAGEN
34139,26,ODENSE / BELDRINGE
34140,17,KARUP
34140,17,AALBORG
34141,16,BILLUND LUFTHAVN
34141,17,TIRSTRUP
34142,16,BILLUND LUFTHAVN
34143,13,THYBOROEN
34143,16,AALBORG
34144,15,SKRYDSTRUP
34145,13,SKRYDSTRUP
34145,14,ODENSE / BELDRINGE
34145,17,COPENHAGEN KASTRUP
34148,22,AALBORG
34148,22,BILLUND LUFTHAVN
34148,23,KARUP
34151,24,TIRSTRUP
34119,17,TIRSTRUP
34122,14,SKAGEN
34122,17,TIRSTRUP
34123,16,SKAGEN
34124,21,TIRSTRUP
34125,22,KARUP
34125,23,ODENSE / BELDRINGE
34126,15,THYBOROEN
34126,16,AALBORG
34129,24,KARUP
34130,26,SKRYDSTRUP
34131,24,COPENHAGEN KASTRUP
34131,26,ODENSE / BELDRINGE
34132,17,THYBOROEN
34133,21,SKRYDSTRUP
34134,16,KARUP
34135,15,AALBORG
34135,15,SKRYDSTRUP
34135,15,BILLUND LUFTHAVN
34136,15,SKRYDSTRUP
34137,14,THYBOROEN
34138,16,BILLUND LUFTHAVN
34138,17,COPENHAGEN KASTRUP
34139,19,AALBORG
34139,19,BILLUND LUFTHAVN
34139,20,COPENHAGEN KASTRUP
34140,16,BILLUND LUFTHAVN
34132,23,ODENSE / BELDRINGE
34132,25,KARUP
34133,19,ODENSE / BELDRINGE
34134,13,THYBOROEN
34134,16,SKAGEN
34135,16,SKAGEN
34138,16,SKRYDSTRUP
34141,15,SKAGEN
34142,18,ODENSE / BELDRINGE
34144,17,TIRSTRUP
34144,17,KARUP
34147,13,THYBOROEN
34147,14,SKRYDSTRUP
34147,15,TIRSTRUP
34148,16,THYBOROEN
34149,20,KARUP
34150,24,BILLUND LUFTHAVN
34150,25,KARUP
34151,22,BILLUND LUFTHAVN
34151,25,COPENHAGEN KASTRUP
34153,15,BILLUND LUFTHAVN
34154,22,TIRSTRUP
34154,22,COPENHAGEN KASTRUP
34157,14,SKRYDSTRUP
34158,18,SKRYDSTRUP
34158,18,SKAGEN
34159,20,ODENSE / BELDRINGE
34160,16,AALBORG
34122,12,THYBOROEN
34122,15,KARUP
34122,15,AALBORG
34122,18,ODENSE / BELDRINGE
34123,19,SKRYDSTRUP
34124,20,KARUP
34126,19,KARUP
34127,16,SKAGEN
34127,19,BILLUND LUFTHAVN
34127,20,TIRSTRUP
34128,20,AALBORG
34128,20,COPENHAGEN KASTRUP
34129,23,SKRYDSTRUP
34129,24,ODENSE / BELDRINGE
34130,24,THYBOROEN
34130,26,ODENSE / BELDRINGE
34131,26,BILLUND LUFTHAVN
34133,19,KARUP
34134,18,ODENSE / BELDRINGE
34136,17,ODENSE / BELDRINGE
34137,15,BILLUND LUFTHAVN
34138,17,TIRSTRUP
34140,18,SKAGEN
34140,19,ODENSE / BELDRINGE
34143,14,SKRYDSTRUP
34146,20,TIRSTRUP
34147,16,ODENSE / BELDRINGE
34148,15,TIRSTRUP
34121,16,TIRSTRUP
34122,18,COPENHAGEN KASTRUP
34124,18,SKAGEN
34124,21,SKRYDSTRUP
34125,21,SKRYDSTRUP
34126,20,SKRYDSTRUP
34127,19,COPENHAGEN KASTRUP
34129,23,TIRSTRUP
34130,25,TIRSTRUP
34131,26,AALBORG
34132,20,SKAGEN
34132,22,COPENHAGEN KASTRUP
34133,16,SKAGEN
34133,19,BILLUND LUFTHAVN
34134,16,BILLUND LUFTHAVN
34136,16,SKAGEN
34137,14,AALBORG
34137,15,ODENSE / BELDRINGE
34137,16,TIRSTRUP
34137,17,COPENHAGEN KASTRUP
34138,15,AALBORG
34138,18,ODENSE / BELDRINGE
34139,19,SKRYDSTRUP
34139,20,KARUP
34140,14,THYBOROEN
34141,13,AALBORG
34141,16,ODENSE / BELDRINGE
34128,14,THYBOROEN
34128,18,TIRSTRUP
34128,21,KARUP
34129,22,AALBORG
34130,26,KARUP
34130,26,COPENHAGEN KASTRUP
34131,25,SKRYDSTRUP
34133,16,THYBOROEN
34135,18,COPENHAGEN KASTRUP
34137,15,SKAGEN
34140,19,TIRSTRUP
34141,18,COPENHAGEN KASTRUP
34142,17,KARUP
34144,14,THYBOROEN
34146,14,AALBORG
34146,15,THYBOROEN
34146,17,KARUP
34146,18,SKAGEN
34147,15,KARUP
34147,17,SKAGEN
34150,21,ODENSE / BELDRINGE
34150,22,TIRSTRUP
34150,22,SKRYDSTRUP
34151,15,THYBOROEN
34152,18,BILLUND LUFTHAVN
34152,23,TIRSTRUP
34154,17,SKAGEN
34154,18,BILLUND LUFTHAVN
34129,19,THYBOROEN
34130,25,BILLUND LUFTHAVN
34131,26,TIRSTRUP
34132,21,SKRYDSTRUP
34132,22,AALBORG
34134,17,SKRYDSTRUP
34136,17,BILLUND LUFTHAVN
34136,18,AALBORG
34136,18,TIRSTRUP
34136,18,COPENHAGEN KASTRUP
34138,15,THYBOROEN
34139,16,THYBOROEN
34139,21,TIRSTRUP
34140,17,SKRYDSTRUP
34141,13,THYBOROEN
34142,16,SKRYDSTRUP
34142,18,COPENHAGEN KASTRUP
34143,15,TIRSTRUP
34143,15,BILLUND LUFTHAVN
34143,17,SKAGEN
34144,17,SKAGEN
34145,12,THYBOROEN
34145,17,SKAGEN
34146,19,ODENSE / BELDRINGE
34148,20,SKAGEN
34149,20,SKRYDSTRUP
34150,20,SKAGEN
34152,19,KARUP
34144,16,BILLUND LUFTHAVN
34144,17,ODENSE / BELDRINGE
34144,17,AALBORG
34146,16,SKRYDSTRUP
34146,16,BILLUND LUFTHAVN
34147,16,COPENHAGEN KASTRUP
34148,24,ODENSE / BELDRINGE
34149,13,THYBOROEN
34149,19,BILLUND LUFTHAVN
34149,22,COPENHAGEN KASTRUP
34151,19,AALBORG
34151,21,ODENSE / BELDRINGE
34151,22,SKRYDSTRUP
34155,18,ODENSE / BELDRINGE
34156,16,SKAGEN
34157,19,TIRSTRUP
34158,17,BILLUND LUFTHAVN
34159,15,THYBOROEN
34159,17,SKRYDSTRUP
34160,19,ODENSE / BELDRINGE
34161,16,SKAGEN
34161,17,COPENHAGEN KASTRUP
34162,15,KARUP
34162,16,SKRYDSTRUP
34164,18,KARUP
34165,16,SKAGEN
34165,20,KARUP
34152,16,THYBOROEN
34152,18,SKAGEN
34152,19,SKRYDSTRUP
34153,16,SKRYDSTRUP
34153,16,KARUP
34153,17,SKAGEN
34153,19,TIRSTRUP
34154,19,AALBORG
34154,21,ODENSE / BELDRINGE
34155,16,KARUP
34155,17,SKAGEN
34157,15,KARUP
34157,15,BILLUND LUFTHAVN
34157,17,COPENHAGEN KASTRUP
34161,16,THYBOROEN
34161,20,ODENSE / BELDRINGE
34162,15,COPENHAGEN KASTRUP
34163,13,AALBORG
34163,14,SKAGEN
34164,18,AALBORG
34165,18,COPENHAGEN KASTRUP
34165,19,AALBORG
34167,22,TIRSTRUP
34168,18,SKAGEN
34168,20,TIRSTRUP
34169,20,KARUP
34169,21,ODENSE / BELDRINGE
34170,18,SKAGEN
34140,19,COPENHAGEN KASTRUP
34142,18,SKAGEN
34142,19,TIRSTRUP
34145,16,TIRSTRUP
34147,18,AALBORG
34148,22,COPENHAGEN KASTRUP
34149,18,AALBORG
34149,22,ODENSE / BELDRINGE
34149,23,TIRSTRUP
34150,17,THYBOROEN
34153,18,COPENHAGEN KASTRUP
34153,19,AALBORG
34154,19,KARUP
34155,17,BILLUND LUFTHAVN
34155,18,COPENHAGEN KASTRUP
34156,14,KARUP
34157,17,AALBORG
34157,17,ODENSE / BELDRINGE
34158,16,AALBORG
34158,17,COPENHAGEN KASTRUP
34158,17,TIRSTRUP
34159,17,TIRSTRUP
34160,17,SKRYDSTRUP
34161,18,SKRYDSTRUP
34163,16,SKRYDSTRUP
34163,17,ODENSE / BELDRINGE
34164,19,ODENSE / BELDRINGE
34141,16,KARUP
34142,14,THYBOROEN
34143,15,KARUP
34143,16,ODENSE / BELDRINGE
34144,17,COPENHAGEN KASTRUP
34145,13,BILLUND LUFTHAVN
34145,14,KARUP
34145,17,AALBORG
34146,19,COPENHAGEN KASTRUP
34147,13,BILLUND LUFTHAVN
34148,22,SKRYDSTRUP
34149,18,SKAGEN
34150,26,AALBORG
34151,21,KARUP
34155,18,TIRSTRUP
34156,14,THYBOROEN
34156,15,TIRSTRUP
34157,17,SKAGEN
34158,14,THYBOROEN
34159,15,BILLUND LUFTHAVN
34159,17,AALBORG
34160,16,BILLUND LUFTHAVN
34161,18,BILLUND LUFTHAVN
34165,21,ODENSE / BELDRINGE
34166,18,SKAGEN
34166,23,ODENSE / BELDRINGE
34167,22,AALBORG
34168,22,ODENSE / BELDRINGE
34155,17,AALBORG
34156,14,BILLUND LUFTHAVN
34156,17,COPENHAGEN KASTRUP
34158,15,KARUP
34158,20,ODENSE / BELDRINGE
34160,15,THYBOROEN
34160,17,TIRSTRUP
34162,14,THYBOROEN
34163,16,KARUP
34164,15,SKAGEN
34165,19,TIRSTRUP
34166,21,COPENHAGEN KASTRUP
34166,22,KARUP
34167,16,THYBOROEN
34167,19,KARUP
34168,20,BILLUND LUFTHAVN
34169,15,SKAGEN
34169,16,THYBOROEN
34169,19,SKRYDSTRUP
34170,16,BILLUND LUFTHAVN
34173,17,AALBORG
34174,16,AALBORG
34174,17,KARUP
34174,23,COPENHAGEN KASTRUP
34175,15,TIRSTRUP
34175,17,COPENHAGEN KASTRUP
34175,19,ODENSE / BELDRINGE
34176,16,THYBOROEN
34160,17,KARUP
34160,20,COPENHAGEN KASTRUP
34161,18,TIRSTRUP
34162,14,AALBORG
34163,14,THYBOROEN
34163,15,TIRSTRUP
34164,18,SKRYDSTRUP
34164,19,BILLUND LUFTHAVN
34167,18,BILLUND LUFTHAVN
34167,21,ODENSE / BELDRINGE
34168,19,KARUP
34169,21,TIRSTRUP
34170,17,AALBORG
34171,19,KARUP
34171,20,TIRSTRUP
34173,16,SKRYDSTRUP
34173,16,SKAGEN
34173,19,KARUP
34175,16,SKAGEN
34176,16,SKAGEN
34176,18,AALBORG
34177,20,ODENSE / BELDRINGE
34178,16,THYBOROEN
34179,20,TIRSTRUP
34181,17,SKAGEN
34184,19,AALBORG
34185,19,COPENHAGEN KASTRUP
34186,19,THYBOROEN
34165,20,BILLUND LUFTHAVN
34166,22,AALBORG
34168,15,THYBOROEN
34168,19,SKRYDSTRUP
34170,14,THYBOROEN
34172,17,KARUP
34172,18,TIRSTRUP
34172,18,COPENHAGEN KASTRUP
34173,18,BILLUND LUFTHAVN
34174,17,ODENSE / BELDRINGE
34174,20,SKRYDSTRUP
34175,16,THYBOROEN
34177,17,TIRSTRUP
34178,18,KARUP
34178,18,BILLUND LUFTHAVN
34179,20,COPENHAGEN KASTRUP
34179,21,BILLUND LUFTHAVN
34180,21,ODENSE / BELDRINGE
34180,22,AALBORG
34181,17,THYBOROEN
34182,18,THYBOROEN
34182,19,TIRSTRUP
34183,19,THYBOROEN
34185,18,SKRYDSTRUP
34185,19,SKAGEN
34185,20,KARUP
34186,21,KARUP
34187,20,SKRYDSTRUP
34150,21,COPENHAGEN KASTRUP
34151,19,SKAGEN
34152,21,ODENSE / BELDRINGE
34152,23,COPENHAGEN KASTRUP
34159,16,SKAGEN
34159,22,COPENHAGEN KASTRUP
34160,15,SKAGEN
34161,20,AALBORG
34162,13,SKAGEN
34162,14,TIRSTRUP
34163,14,COPENHAGEN KASTRUP
34164,15,THYBOROEN
34164,18,TIRSTRUP
34164,18,COPENHAGEN KASTRUP
34165,15,THYBOROEN
34165,21,SKRYDSTRUP
34167,21,COPENHAGEN KASTRUP
34168,20,COPENHAGEN KASTRUP
34169,17,AALBORG
34170,18,SKRYDSTRUP
34171,19,ODENSE / BELDRINGE
34172,18,SKAGEN
34172,19,ODENSE / BELDRINGE
34173,18,COPENHAGEN KASTRUP
34174,18,SKAGEN
34174,18,TIRSTRUP
34152,20,AALBORG
34153,16,THYBOROEN
34153,18,ODENSE / BELDRINGE
34154,16,THYBOROEN
34154,19,SKRYDSTRUP
34155,14,THYBOROEN
34155,17,SKRYDSTRUP
34156,15,SKRYDSTRUP
34156,15,AALBORG
34156,16,ODENSE / BELDRINGE
34157,13,THYBOROEN
34159,16,KARUP
34161,18,KARUP
34162,15,BILLUND LUFTHAVN
34162,17,ODENSE / BELDRINGE
34163,14,BILLUND LUFTHAVN
34166,21,SKRYDSTRUP
34167,18,SKAGEN
34168,18,AALBORG
34170,16,TIRSTRUP
34170,17,COPENHAGEN KASTRUP
34171,15,THYBOROEN
34171,19,COPENHAGEN KASTRUP
34172,15,THYBOROEN
34173,16,THYBOROEN
34175,16,BILLUND LUFTHAVN
34177,18,KARUP
34166,17,THYBOROEN
34166,22,BILLUND LUFTHAVN
34166,22,TIRSTRUP
34167,17,SKRYDSTRUP
34170,18,KARUP
34171,18,SKAGEN
34171,21,AALBORG
34172,16,BILLUND LUFTHAVN
34172,16,AALBORG
34173,19,ODENSE / BELDRINGE
34173,20,TIRSTRUP
34177,18,SKRYDSTRUP
34178,17,TIRSTRUP
34179,22,KARUP
34179,22,AALBORG
34180,19,KARUP
34180,19,SKRYDSTRUP
34182,17,BILLUND LUFTHAVN
34182,19,AALBORG
34182,21,ODENSE / BELDRINGE
34183,20,BILLUND LUFTHAVN
34183,20,AALBORG
34183,22,ODENSE / BELDRINGE
34184,18,KARUP
34184,18,SKRYDSTRUP
34187,14,SKAGEN
34187,19,KARUP
34188,18,BILLUND LUFTHAVN
34169,19,BILLUND LUFTHAVN
34169,20,COPENHAGEN KASTRUP
34170,22,ODENSE / BELDRINGE
34172,17,SKRYDSTRUP
34174,20,BILLUND LUFTHAVN
34176,16,KARUP
34176,16,BILLUND LUFTHAVN
34177,19,AALBORG
34178,18,SKRYDSTRUP
34178,19,COPENHAGEN KASTRUP
34179,19,THYBOROEN
34179,23,ODENSE / BELDRINGE
34180,17,THYBOROEN
34180,17,BILLUND LUFTHAVN
34180,20,TIRSTRUP
34181,16,COPENHAGEN KASTRUP
34182,18,SKRYDSTRUP
34182,19,KARUP
34183,19,TIRSTRUP
34183,20,SKRYDSTRUP
34184,17,BILLUND LUFTHAVN
34184,20,ODENSE / BELDRINGE
34185,18,THYBOROEN
34185,19,BILLUND LUFTHAVN
34189,17,SKAGEN
34190,17,SKRYDSTRUP
34191,16,BILLUND LUFTHAVN
34171,13,SKRYDSTRUP
34171,14,BILLUND LUFTHAVN
34174,19,THYBOROEN
34175,16,AALBORG
34175,17,SKRYDSTRUP
34176,14,TIRSTRUP
34176,16,SKRYDSTRUP
34177,18,SKAGEN
34181,17,AALBORG
34181,17,BILLUND LUFTHAVN
34181,18,TIRSTRUP
34182,19,COPENHAGEN KASTRUP
34189,18,THYBOROEN
34189,21,KARUP
34193,17,SKRYDSTRUP
34194,13,TIRSTRUP
34194,17,ODENSE / BELDRINGE
34194,18,SKRYDSTRUP
34195,18,SKAGEN
34195,20,TIRSTRUP
34195,21,KARUP
34196,21,KARUP
34197,21,ODENSE / BELDRINGE
34198,16,BILLUND LUFTHAVN
34198,16,KARUP
34198,16,AALBORG
34201,18,KARUP
34201,19,ODENSE / BELDRINGE
34186,20,BILLUND LUFTHAVN
34187,17,TIRSTRUP
34187,18,COPENHAGEN KASTRUP
34187,21,ODENSE / BELDRINGE
34188,17,THYBOROEN
34189,20,TIRSTRUP
34193,18,TIRSTRUP
34195,20,SKRYDSTRUP
34195,20,COPENHAGEN KASTRUP
34195,22,ODENSE / BELDRINGE
34197,16,THYBOROEN
34197,19,TIRSTRUP
34198,15,THYBOROEN
34198,18,ODENSE / BELDRINGE
34199,17,BILLUND LUFTHAVN
34200,17,SKAGEN
34201,16,BILLUND LUFTHAVN
34201,17,SKAGEN
34201,17,TIRSTRUP
34201,17,THYBOROEN
34202,16,BILLUND LUFTHAVN
34202,19,ODENSE / BELDRINGE
34202,19,COPENHAGEN KASTRUP
34203,15,BILLUND LUFTHAVN
34205,17,ODENSE / BELDRINGE
34207,19,SKRYDSTRUP
34207,19,COPENHAGEN KASTRUP
34175,17,KARUP
34178,18,AALBORG
34179,21,SKRYDSTRUP
34180,17,SKAGEN
34181,18,KARUP
34183,20,COPENHAGEN KASTRUP
34183,20,KARUP
34184,17,SKAGEN
34185,21,ODENSE / BELDRINGE
34186,23,AALBORG
34188,18,SKRYDSTRUP
34188,18,SKAGEN
34188,19,KARUP
34188,20,TIRSTRUP
34189,19,BILLUND LUFTHAVN
34190,16,SKAGEN
34193,18,AALBORG
34193,20,ODENSE / BELDRINGE
34194,17,BILLUND LUFTHAVN
34195,18,THYBOROEN
34196,23,SKRYDSTRUP
34197,17,SKAGEN
34197,18,KARUP
34197,18,BILLUND LUFTHAVN
34197,19,SKRYDSTRUP
34198,17,SKRYDSTRUP
34198,17,SKAGEN
34202,19,TIRSTRUP
34176,17,COPENHAGEN KASTRUP
34176,18,ODENSE / BELDRINGE
34177,17,THYBOROEN
34178,18,SKAGEN
34179,19,SKAGEN
34181,18,ODENSE / BELDRINGE
34184,19,TIRSTRUP
34185,20,TIRSTRUP
34186,19,SKAGEN
34186,20,TIRSTRUP
34186,20,SKRYDSTRUP
34186,21,COPENHAGEN KASTRUP
34187,17,AALBORG
34188,18,AALBORG
34188,20,ODENSE / BELDRINGE
34189,19,AALBORG
34189,21,ODENSE / BELDRINGE
34190,15,THYBOROEN
34190,16,BILLUND LUFTHAVN
34190,19,COPENHAGEN KASTRUP
34191,17,AALBORG
34192,15,BILLUND LUFTHAVN
34192,18,ODENSE / BELDRINGE
34196,25,ODENSE / BELDRINGE
34199,16,AALBORG
34199,19,TIRSTRUP
34200,20,SKRYDSTRUP
34187,20,BILLUND LUFTHAVN
34188,20,COPENHAGEN KASTRUP
34190,18,TIRSTRUP
34190,19,ODENSE / BELDRINGE
34191,16,THYBOROEN
34191,17,SKRYDSTRUP
34192,17,AALBORG
34192,18,TIRSTRUP
34193,16,THYBOROEN
34193,17,KARUP
34193,18,SKAGEN
34193,20,COPENHAGEN KASTRUP
34194,18,KARUP
34196,17,SKAGEN
34196,21,COPENHAGEN KASTRUP
34198,17,TIRSTRUP
34199,18,COPENHAGEN KASTRUP
34200,19,COPENHAGEN KASTRUP
34203,17,ODENSE / BELDRINGE
34204,17,KARUP
34205,16,SKRYDSTRUP
34205,17,TIRSTRUP
34208,17,AALBORG
34208,17,BILLUND LUFTHAVN
34208,18,COPENHAGEN KASTRUP
34210,17,COPENHAGEN KASTRUP
34212,16,SKRYDSTRUP
34191,17,SKAGEN
34191,19,TIRSTRUP
34192,17,SKAGEN
34194,19,COPENHAGEN KASTRUP
34195,21,AALBORG
34196,17,THYBOROEN
34196,22,TIRSTRUP
34196,23,BILLUND LUFTHAVN
34199,16,SKAGEN
34199,17,KARUP
34199,18,SKRYDSTRUP
34199,19,ODENSE / BELDRINGE
34200,19,AALBORG
34200,19,BILLUND LUFTHAVN
34200,20,TIRSTRUP
34202,16,THYBOROEN
34202,17,KARUP
34203,16,AALBORG
34203,18,TIRSTRUP
34204,16,THYBOROEN
34204,18,COPENHAGEN KASTRUP
34205,20,AALBORG
34206,17,BILLUND LUFTHAVN
34206,18,SKRYDSTRUP
34206,18,ODENSE / BELDRINGE
34207,17,BILLUND LUFTHAVN
34207,17,AALBORG
34209,18,SKAGEN
34202,16,SKAGEN
34204,17,SKRYDSTRUP
34204,17,BILLUND LUFTHAVN
34206,16,TIRSTRUP
34206,17,KARUP
34207,17,KARUP
34207,17,SKAGEN
34208,18,TIRSTRUP
34209,19,KARUP
34209,19,BILLUND LUFTHAVN
34209,19,SKRYDSTRUP
34209,20,AALBORG
34211,15,THYBOROEN
34211,16,ODENSE / BELDRINGE
34211,16,SKAGEN
34212,15,TIRSTRUP
34213,19,SKRYDSTRUP
34214,15,BILLUND LUFTHAVN
34214,17,COPENHAGEN KASTRUP
34216,14,BILLUND LUFTHAVN
34217,15,COPENHAGEN KASTRUP
34217,17,BILLUND LUFTHAVN
34218,14,BILLUND LUFTHAVN
34218,16,ODENSE / BELDRINGE
34219,15,KARUP
34219,15,SKRYDSTRUP
34220,16,THYBOROEN
34220,17,SKRYDSTRUP
34177,18,BILLUND LUFTHAVN
34177,18,COPENHAGEN KASTRUP
34178,21,ODENSE / BELDRINGE
34180,20,COPENHAGEN KASTRUP
34181,18,SKRYDSTRUP
34182,18,SKAGEN
34183,16,SKAGEN
34184,18,THYBOROEN
34184,22,COPENHAGEN KASTRUP
34185,20,AALBORG
34186,22,ODENSE / BELDRINGE
34187,16,THYBOROEN
34189,21,SKRYDSTRUP
34191,16,KARUP
34191,19,COPENHAGEN KASTRUP
34192,17,SKRYDSTRUP
34193,16,BILLUND LUFTHAVN
34194,17,SKAGEN
34200,19,KARUP
34201,18,AALBORG
34201,18,COPENHAGEN KASTRUP
34202,16,AALBORG
34204,17,AALBORG
34205,16,THYBOROEN
34206,16,THYBOROEN
34206,20,COPENHAGEN KASTRUP
34207,16,THYBOROEN
34189,20,COPENHAGEN KASTRUP
34190,18,AALBORG
34190,19,KARUP
34191,19,ODENSE / BELDRINGE
34192,13,KARUP
34192,16,THYBOROEN
34192,18,COPENHAGEN KASTRUP
34194,13,AALBORG
34194,16,THYBOROEN
34195,20,BILLUND LUFTHAVN
34196,19,AALBORG
34197,18,AALBORG
34197,20,COPENHAGEN KASTRUP
34198,18,COPENHAGEN KASTRUP
34199,16,THYBOROEN
34200,17,THYBOROEN
34200,21,ODENSE / BELDRINGE
34201,17,SKRYDSTRUP
34202,18,SKRYDSTRUP
34204,18,ODENSE / BELDRINGE
34205,17,KARUP
34205,18,COPENHAGEN KASTRUP
34205,18,SKAGEN
34206,18,SKAGEN
34206,18,AALBORG
34209,17,THYBOROEN
34210,16,THYBOROEN
34213,16,SKAGEN
34213,17,KARUP
34213,18,TIRSTRUP
34216,15,THYBOROEN
34216,17,KARUP
34216,18,AALBORG
34218,14,SKRYDSTRUP
34218,15,THYBOROEN
34220,18,ODENSE / BELDRINGE
34221,14,SKRYDSTRUP
34221,17,SKAGEN
34222,14,SKAGEN
34223,13,KARUP
34223,15,BILLUND LUFTHAVN
34223,16,ODENSE / BELDRINGE
34224,13,THYBOROEN
34224,14,SKAGEN
34225,13,SKRYDSTRUP
34226,12,THYBOROEN
34227,9,COPENHAGEN KASTRUP
