Date,MaxT,WS_Name
35501,9,AALBORG
35502,7,THYBOROEN
35502,9,BILLUND LUFTHAVN
35502,11,ODENSE / BELDRINGE
35503,8,TIRSTRUP
35504,6,KARUP
35506,4,AALBORG
35507,1,AALBORG
35507,3,COPENHAGEN KASTRUP
35507,3,SKRYDSTRUP
35508,2,AALBORG
35509,5,COPENHAGEN KASTRUP
35510,3,AALBORG
35510,5,SKRYDSTRUP
35511,4,SKAGEN
35511,6,BILLUND LUFTHAVN
35512,4,AALBORG
35512,4,BILLUND LUFTHAVN
35512,4,THYBOROEN
35513,3,AALBORG
35514,5,AALBORG
35515,6,COPENHAGEN KASTRUP
35515,7,THYBOROEN
35515,8,BILLUND LUFTHAVN
35516,9,AALBORG
35519,8,AALBORG
35519,9,TIRSTRUP
35520,11,BILLUND LUFTHAVN
35522,7,AALBORG
35522,8,KARUP
35522,14,BILLUND LUFTHAVN
35523,7,BILLUND LUFTHAVN
35523,8,SKRYDSTRUP
35525,4,KARUP
35526,4,TIRSTRUP
35526,6,COPENHAGEN KASTRUP
35528,8,BILLUND LUFTHAVN
35529,14,ODENSE / BELDRINGE
35530,8,AALBORG
35530,9,COPENHAGEN KASTRUP
35530,10,ODENSE / BELDRINGE
35531,9,TIRSTRUP
35531,9,ODENSE / BELDRINGE
35532,7,AALBORG
35533,9,ODENSE / BELDRINGE
35535,8,THYBOROEN
35536,9,TIRSTRUP
35539,7,KARUP
35539,7,BILLUND LUFTHAVN
35539,7,SKAGEN
35541,7,SKRYDSTRUP
35541,7,AALBORG
35542,6,THYBOROEN
35509,4,SKAGEN
35511,5,ODENSE / BELDRINGE
35511,5,THYBOROEN
35513,3,TIRSTRUP
35513,5,KARUP
35514,4,SKAGEN
35514,5,ODENSE / BELDRINGE
35515,7,SKAGEN
35515,9,SKRYDSTRUP
35517,8,SKRYDSTRUP
35520,8,SKAGEN
35520,9,AALBORG
35520,12,ODENSE / BELDRINGE
35521,9,SKAGEN
35521,13,ODENSE / BELDRINGE
35521,14,COPENHAGEN KASTRUP
35522,8,THYBOROEN
35522,14,ODENSE / BELDRINGE
35522,15,COPENHAGEN KASTRUP
35523,7,TIRSTRUP
35523,8,AALBORG
35525,3,TIRSTRUP
35525,3,THYBOROEN
35528,8,TIRSTRUP
35528,8,AALBORG
35529,11,AALBORG
35530,9,BILLUND LUFTHAVN
35531,9,AALBORG
35525,3,ODENSE / BELDRINGE
35525,4,COPENHAGEN KASTRUP
35526,4,AALBORG
35527,9,ODENSE / BELDRINGE
35528,6,COPENHAGEN KASTRUP
35528,6,THYBOROEN
35528,9,KARUP
35529,12,KARUP
35530,8,SKAGEN
35531,10,SKRYDSTRUP
35532,6,TIRSTRUP
35532,7,THYBOROEN
35534,10,SKRYDSTRUP
35534,11,TIRSTRUP
35535,9,TIRSTRUP
35537,10,SKAGEN
35537,13,BILLUND LUFTHAVN
35538,9,COPENHAGEN KASTRUP
35539,6,TIRSTRUP
35539,6,THYBOROEN
35540,6,TIRSTRUP
35540,7,SKAGEN
35540,8,ODENSE / BELDRINGE
35542,7,BILLUND LUFTHAVN
35543,8,TIRSTRUP
35543,9,SKRYDSTRUP
35544,8,ODENSE / BELDRINGE
35544,9,THYBOROEN
35514,6,KARUP
35517,8,KARUP
35519,8,THYBOROEN
35519,10,ODENSE / BELDRINGE
35519,10,COPENHAGEN KASTRUP
35519,10,SKRYDSTRUP
35523,8,SKAGEN
35527,4,AALBORG
35527,7,THYBOROEN
35529,13,COPENHAGEN KASTRUP
35532,9,BILLUND LUFTHAVN
35533,8,BILLUND LUFTHAVN
35534,12,COPENHAGEN KASTRUP
35535,8,COPENHAGEN KASTRUP
35535,10,KARUP
35536,10,THYBOROEN
35537,12,KARUP
35538,8,TIRSTRUP
35538,13,SKRYDSTRUP
35541,8,COPENHAGEN KASTRUP
35542,8,TIRSTRUP
35543,7,COPENHAGEN KASTRUP
35543,9,KARUP
35545,11,SKRYDSTRUP
35546,11,COPENHAGEN KASTRUP
35546,12,ODENSE / BELDRINGE
35547,13,AALBORG
35510,5,COPENHAGEN KASTRUP
35511,6,SKRYDSTRUP
35512,3,SKAGEN
35513,5,THYBOROEN
35514,5,SKRYDSTRUP
35515,8,AALBORG
35515,10,ODENSE / BELDRINGE
35516,8,THYBOROEN
35516,10,KARUP
35516,10,TIRSTRUP
35516,11,ODENSE / BELDRINGE
35517,7,BILLUND LUFTHAVN
35517,7,THYBOROEN
35517,8,COPENHAGEN KASTRUP
35518,7,SKRYDSTRUP
35519,8,BILLUND LUFTHAVN
35520,10,KARUP
35521,12,BILLUND LUFTHAVN
35522,14,SKRYDSTRUP
35524,9,COPENHAGEN KASTRUP
35525,1,BILLUND LUFTHAVN
35527,7,COPENHAGEN KASTRUP
35527,8,BILLUND LUFTHAVN
35527,8,KARUP
35531,8,COPENHAGEN KASTRUP
35532,8,ODENSE / BELDRINGE
35530,9,TIRSTRUP
35530,9,KARUP
35530,11,SKRYDSTRUP
35531,9,SKAGEN
35532,6,COPENHAGEN KASTRUP
35533,9,KARUP
35533,11,SKAGEN
35534,9,AALBORG
35535,9,AALBORG
35535,10,BILLUND LUFTHAVN
35536,12,SKRYDSTRUP
35537,10,AALBORG
35538,8,THYBOROEN
35540,8,KARUP
35541,7,TIRSTRUP
35541,7,THYBOROEN
35541,8,SKAGEN
35544,7,BILLUND LUFTHAVN
35544,8,TIRSTRUP
35544,8,COPENHAGEN KASTRUP
35544,8,SKRYDSTRUP
35545,9,THYBOROEN
35546,9,THYBOROEN
35546,10,SKAGEN
35546,11,SKRYDSTRUP
35546,12,BILLUND LUFTHAVN
35546,13,AALBORG
35547,10,SKAGEN
35518,9,TIRSTRUP
35520,8,THYBOROEN
35522,10,SKAGEN
35523,6,THYBOROEN
35524,7,AALBORG
35524,8,TIRSTRUP
35524,8,SKAGEN
35525,4,AALBORG
35525,4,SKAGEN
35526,5,KARUP
35527,8,TIRSTRUP
35527,9,SKRYDSTRUP
35528,6,SKAGEN
35529,10,SKAGEN
35534,11,ODENSE / BELDRINGE
35535,11,SKRYDSTRUP
35536,10,COPENHAGEN KASTRUP
35536,12,BILLUND LUFTHAVN
35537,8,THYBOROEN
35537,14,TIRSTRUP
35537,14,ODENSE / BELDRINGE
35538,9,SKAGEN
35539,6,AALBORG
35540,7,THYBOROEN
35540,8,BILLUND LUFTHAVN
35543,8,BILLUND LUFTHAVN
35545,8,KARUP
35545,11,BILLUND LUFTHAVN
35523,8,COPENHAGEN KASTRUP
35524,8,ODENSE / BELDRINGE
35525,7,SKRYDSTRUP
35526,6,SKAGEN
35528,9,SKRYDSTRUP
35528,9,ODENSE / BELDRINGE
35529,13,BILLUND LUFTHAVN
35529,14,SKRYDSTRUP
35531,7,THYBOROEN
35531,9,BILLUND LUFTHAVN
35531,10,KARUP
35532,8,SKAGEN
35532,10,SKRYDSTRUP
35533,9,TIRSTRUP
35533,10,AALBORG
35534,10,SKAGEN
35535,9,ODENSE / BELDRINGE
35536,9,SKAGEN
35536,12,KARUP
35537,13,SKRYDSTRUP
35539,6,COPENHAGEN KASTRUP
35541,8,ODENSE / BELDRINGE
35542,7,SKAGEN
35543,6,AALBORG
35543,6,SKAGEN
35546,11,TIRSTRUP
35547,14,BILLUND LUFTHAVN
35548,12,TIRSTRUP
35545,9,AALBORG
35545,11,COPENHAGEN KASTRUP
35548,12,THYBOROEN
35548,14,KARUP
35549,13,COPENHAGEN KASTRUP
35549,15,ODENSE / BELDRINGE
35551,17,COPENHAGEN KASTRUP
35552,12,SKAGEN
35552,18,BILLUND LUFTHAVN
35553,8,THYBOROEN
35554,10,TIRSTRUP
35555,11,SKAGEN
35555,14,TIRSTRUP
35555,14,KARUP
35556,8,SKRYDSTRUP
35556,11,AALBORG
35557,10,AALBORG
35557,10,SKAGEN
35559,8,COPENHAGEN KASTRUP
35559,9,AALBORG
35560,11,AALBORG
35561,14,BILLUND LUFTHAVN
35561,16,KARUP
35562,16,TIRSTRUP
35564,14,TIRSTRUP
35564,15,SKRYDSTRUP
35564,17,ODENSE / BELDRINGE
35565,16,ODENSE / BELDRINGE
35532,8,KARUP
35533,7,COPENHAGEN KASTRUP
35533,8,SKRYDSTRUP
35535,10,SKAGEN
35536,11,AALBORG
35537,12,COPENHAGEN KASTRUP
35538,8,AALBORG
35538,9,ODENSE / BELDRINGE
35540,7,AALBORG
35540,9,SKRYDSTRUP
35541,8,KARUP
35542,8,ODENSE / BELDRINGE
35543,10,ODENSE / BELDRINGE
35544,9,AALBORG
35544,9,KARUP
35545,8,TIRSTRUP
35545,9,SKAGEN
35547,14,SKRYDSTRUP
35548,11,SKRYDSTRUP
35549,11,KARUP
35550,12,SKAGEN
35550,15,KARUP
35551,12,THYBOROEN
35551,18,BILLUND LUFTHAVN
35552,10,THYBOROEN
35552,19,ODENSE / BELDRINGE
35553,12,AALBORG
35554,8,THYBOROEN
35542,7,KARUP
35542,8,SKRYDSTRUP
35542,8,COPENHAGEN KASTRUP
35544,9,SKAGEN
35546,14,KARUP
35549,13,BILLUND LUFTHAVN
35550,16,BILLUND LUFTHAVN
35551,17,ODENSE / BELDRINGE
35551,17,AALBORG
35554,8,KARUP
35555,14,COPENHAGEN KASTRUP
35556,7,BILLUND LUFTHAVN
35558,10,ODENSE / BELDRINGE
35560,9,THYBOROEN
35561,19,ODENSE / BELDRINGE
35562,15,SKRYDSTRUP
35563,17,TIRSTRUP
35563,17,COPENHAGEN KASTRUP
35565,14,AALBORG
35565,17,BILLUND LUFTHAVN
35566,18,ODENSE / BELDRINGE
35567,18,THYBOROEN
35568,16,THYBOROEN
35568,18,ODENSE / BELDRINGE
35568,19,SKRYDSTRUP
35569,14,THYBOROEN
35570,5,TIRSTRUP
35533,8,THYBOROEN
35534,7,THYBOROEN
35534,10,KARUP
35534,10,BILLUND LUFTHAVN
35536,10,ODENSE / BELDRINGE
35538,10,KARUP
35538,10,BILLUND LUFTHAVN
35539,7,ODENSE / BELDRINGE
35539,7,SKRYDSTRUP
35540,8,COPENHAGEN KASTRUP
35541,7,BILLUND LUFTHAVN
35542,7,AALBORG
35543,8,THYBOROEN
35547,13,COPENHAGEN KASTRUP
35547,14,ODENSE / BELDRINGE
35547,14,THYBOROEN
35547,15,KARUP
35552,17,SKRYDSTRUP
35553,14,SKRYDSTRUP
35554,9,AALBORG
35557,9,SKRYDSTRUP
35558,12,COPENHAGEN KASTRUP
35559,8,SKAGEN
35560,11,SKAGEN
35561,15,AALBORG
35563,17,AALBORG
35563,19,ODENSE / BELDRINGE
35548,8,SKAGEN
35548,13,COPENHAGEN KASTRUP
35549,10,AALBORG
35551,14,SKAGEN
35552,16,KARUP
35552,19,TIRSTRUP
35553,11,SKAGEN
35553,14,TIRSTRUP
35554,10,SKAGEN
35554,12,COPENHAGEN KASTRUP
35556,10,KARUP
35556,14,COPENHAGEN KASTRUP
35557,10,KARUP
35559,11,SKRYDSTRUP
35560,12,KARUP
35562,13,THYBOROEN
35562,17,ODENSE / BELDRINGE
35564,14,SKAGEN
35566,17,THYBOROEN
35566,18,SKRYDSTRUP
35567,21,KARUP
35568,18,KARUP
35569,17,KARUP
35570,10,KARUP
35571,7,TIRSTRUP
35571,13,SKAGEN
35572,11,TIRSTRUP
35574,13,SKRYDSTRUP
35545,12,ODENSE / BELDRINGE
35548,12,BILLUND LUFTHAVN
35548,14,ODENSE / BELDRINGE
35549,14,SKRYDSTRUP
35550,12,THYBOROEN
35550,12,COPENHAGEN KASTRUP
35550,17,SKRYDSTRUP
35551,16,SKRYDSTRUP
35551,19,TIRSTRUP
35551,19,KARUP
35552,14,AALBORG
35553,14,BILLUND LUFTHAVN
35554,10,BILLUND LUFTHAVN
35554,12,ODENSE / BELDRINGE
35555,13,SKRYDSTRUP
35555,13,BILLUND LUFTHAVN
35555,14,AALBORG
35556,8,SKAGEN
35557,9,BILLUND LUFTHAVN
35558,9,BILLUND LUFTHAVN
35558,10,AALBORG
35559,9,THYBOROEN
35560,12,SKRYDSTRUP
35560,13,COPENHAGEN KASTRUP
35561,13,THYBOROEN
35561,16,COPENHAGEN KASTRUP
35562,15,AALBORG
35547,13,TIRSTRUP
35548,14,AALBORG
35549,8,SKAGEN
35549,9,THYBOROEN
35549,12,TIRSTRUP
35550,13,ODENSE / BELDRINGE
35552,20,COPENHAGEN KASTRUP
35553,12,KARUP
35555,14,ODENSE / BELDRINGE
35557,10,TIRSTRUP
35557,11,COPENHAGEN KASTRUP
35558,11,SKAGEN
35559,9,BILLUND LUFTHAVN
35559,10,ODENSE / BELDRINGE
35561,11,SKAGEN
35561,16,TIRSTRUP
35563,18,BILLUND LUFTHAVN
35564,14,THYBOROEN
35565,16,KARUP
35565,16,COPENHAGEN KASTRUP
35566,20,COPENHAGEN KASTRUP
35567,19,TIRSTRUP
35568,15,SKAGEN
35568,21,BILLUND LUFTHAVN
35570,8,SKAGEN
35570,8,THYBOROEN
35571,6,COPENHAGEN KASTRUP
35550,12,TIRSTRUP
35550,14,AALBORG
35553,13,COPENHAGEN KASTRUP
35553,14,ODENSE / BELDRINGE
35554,12,SKRYDSTRUP
35557,10,ODENSE / BELDRINGE
35558,9,THYBOROEN
35559,7,TIRSTRUP
35559,8,KARUP
35560,11,TIRSTRUP
35560,12,BILLUND LUFTHAVN
35560,14,ODENSE / BELDRINGE
35562,12,SKAGEN
35562,15,KARUP
35563,14,SKAGEN
35564,14,COPENHAGEN KASTRUP
35564,18,AALBORG
35564,18,KARUP
35565,13,SKAGEN
35567,20,SKRYDSTRUP
35569,16,COPENHAGEN KASTRUP
35572,11,COPENHAGEN KASTRUP
35572,12,THYBOROEN
35573,11,TIRSTRUP
35574,15,COPENHAGEN KASTRUP
35575,11,KARUP
35575,11,TIRSTRUP
35555,11,THYBOROEN
35556,8,TIRSTRUP
35556,8,THYBOROEN
35556,12,ODENSE / BELDRINGE
35557,9,THYBOROEN
35558,9,KARUP
35558,10,SKRYDSTRUP
35558,12,TIRSTRUP
35561,17,SKRYDSTRUP
35563,14,THYBOROEN
35564,16,BILLUND LUFTHAVN
35566,20,KARUP
35569,15,SKRYDSTRUP
35569,17,ODENSE / BELDRINGE
35570,9,ODENSE / BELDRINGE
35570,12,AALBORG
35571,9,AALBORG
35571,9,THYBOROEN
35572,9,ODENSE / BELDRINGE
35573,8,ODENSE / BELDRINGE
35573,13,COPENHAGEN KASTRUP
35575,12,BILLUND LUFTHAVN
35575,14,ODENSE / BELDRINGE
35576,12,COPENHAGEN KASTRUP
35577,13,SKAGEN
35577,14,SKRYDSTRUP
35578,18,SKRYDSTRUP
35574,14,BILLUND LUFTHAVN
35575,13,COPENHAGEN KASTRUP
35576,11,ODENSE / BELDRINGE
35578,13,THYBOROEN
35578,14,AALBORG
35578,14,SKAGEN
35578,16,TIRSTRUP
35580,19,KARUP
35582,19,SKAGEN
35582,21,COPENHAGEN KASTRUP
35583,21,SKRYDSTRUP
35585,17,KARUP
35587,22,COPENHAGEN KASTRUP
35588,20,ODENSE / BELDRINGE
35588,24,TIRSTRUP
35591,20,BILLUND LUFTHAVN
35592,19,ODENSE / BELDRINGE
35592,20,SKAGEN
35592,22,SKRYDSTRUP
35592,24,COPENHAGEN KASTRUP
35593,22,AALBORG
35593,23,TIRSTRUP
35594,22,SKRYDSTRUP
35594,22,KARUP
35595,16,THYBOROEN
35595,22,ODENSE / BELDRINGE
35595,22,TIRSTRUP
35562,15,BILLUND LUFTHAVN
35562,17,COPENHAGEN KASTRUP
35563,18,KARUP
35563,18,SKRYDSTRUP
35565,13,THYBOROEN
35565,18,SKRYDSTRUP
35568,14,TIRSTRUP
35568,14,AALBORG
35569,13,AALBORG
35569,17,TIRSTRUP
35569,18,BILLUND LUFTHAVN
35573,11,BILLUND LUFTHAVN
35573,11,AALBORG
35574,13,AALBORG
35574,13,SKAGEN
35575,11,AALBORG
35578,18,ODENSE / BELDRINGE
35579,12,THYBOROEN
35579,15,BILLUND LUFTHAVN
35580,16,THYBOROEN
35581,17,ODENSE / BELDRINGE
35582,14,ODENSE / BELDRINGE
35582,19,KARUP
35583,23,KARUP
35584,15,THYBOROEN
35584,18,SKAGEN
35584,22,SKRYDSTRUP
35584,23,KARUP
35566,17,AALBORG
35566,18,TIRSTRUP
35567,14,SKAGEN
35567,21,BILLUND LUFTHAVN
35571,7,SKRYDSTRUP
35572,9,SKRYDSTRUP
35573,13,SKAGEN
35574,12,THYBOROEN
35576,10,AALBORG
35577,11,TIRSTRUP
35577,14,KARUP
35579,13,COPENHAGEN KASTRUP
35579,16,ODENSE / BELDRINGE
35580,15,COPENHAGEN KASTRUP
35581,17,SKRYDSTRUP
35581,17,BILLUND LUFTHAVN
35581,18,THYBOROEN
35585,15,SKAGEN
35585,20,COPENHAGEN KASTRUP
35587,23,AALBORG
35587,23,ODENSE / BELDRINGE
35587,24,KARUP
35589,19,SKAGEN
35589,23,TIRSTRUP
35590,21,BILLUND LUFTHAVN
35591,21,TIRSTRUP
35592,22,TIRSTRUP
35593,21,SKAGEN
35565,17,TIRSTRUP
35566,17,SKAGEN
35566,19,BILLUND LUFTHAVN
35567,16,AALBORG
35567,18,COPENHAGEN KASTRUP
35567,20,ODENSE / BELDRINGE
35568,14,COPENHAGEN KASTRUP
35569,13,SKAGEN
35570,7,COPENHAGEN KASTRUP
35570,8,BILLUND LUFTHAVN
35570,10,SKRYDSTRUP
35571,8,KARUP
35572,9,BILLUND LUFTHAVN
35572,11,KARUP
35572,12,SKAGEN
35573,11,KARUP
35573,11,SKRYDSTRUP
35574,13,TIRSTRUP
35575,11,THYBOROEN
35577,12,AALBORG
35577,13,COPENHAGEN KASTRUP
35577,14,BILLUND LUFTHAVN
35578,17,BILLUND LUFTHAVN
35578,17,COPENHAGEN KASTRUP
35579,15,AALBORG
35580,13,ODENSE / BELDRINGE
35581,18,AALBORG
35575,13,SKRYDSTRUP
35576,9,BILLUND LUFTHAVN
35576,10,SKRYDSTRUP
35576,10,KARUP
35578,16,KARUP
35579,15,TIRSTRUP
35579,16,KARUP
35580,15,SKAGEN
35580,18,BILLUND LUFTHAVN
35581,16,COPENHAGEN KASTRUP
35581,18,TIRSTRUP
35582,19,TIRSTRUP
35582,20,AALBORG
35583,16,ODENSE / BELDRINGE
35583,21,COPENHAGEN KASTRUP
35583,22,AALBORG
35584,22,BILLUND LUFTHAVN
35584,23,TIRSTRUP
35586,15,ODENSE / BELDRINGE
35586,20,AALBORG
35588,26,KARUP
35589,22,AALBORG
35589,22,COPENHAGEN KASTRUP
35589,23,SKRYDSTRUP
35589,26,KARUP
35590,16,THYBOROEN
35591,16,THYBOROEN
35591,21,SKRYDSTRUP
35574,13,KARUP
35575,12,SKAGEN
35576,10,TIRSTRUP
35576,10,THYBOROEN
35576,11,SKAGEN
35577,10,ODENSE / BELDRINGE
35577,12,THYBOROEN
35581,18,SKAGEN
35582,20,BILLUND LUFTHAVN
35586,21,BILLUND LUFTHAVN
35586,22,SKRYDSTRUP
35587,21,SKAGEN
35588,21,THYBOROEN
35588,23,COPENHAGEN KASTRUP
35588,23,AALBORG
35590,20,SKRYDSTRUP
35590,21,ODENSE / BELDRINGE
35591,21,ODENSE / BELDRINGE
35595,20,SKAGEN
35598,18,SKAGEN
35599,15,BILLUND LUFTHAVN
35600,18,COPENHAGEN KASTRUP
35600,20,BILLUND LUFTHAVN
35602,15,THYBOROEN
35603,17,SKRYDSTRUP
35603,17,SKAGEN
35604,19,SKAGEN
35607,18,ODENSE / BELDRINGE
35571,7,ODENSE / BELDRINGE
35571,7,BILLUND LUFTHAVN
35572,12,AALBORG
35573,11,THYBOROEN
35574,10,ODENSE / BELDRINGE
35580,16,TIRSTRUP
35580,16,SKRYDSTRUP
35580,20,AALBORG
35583,21,SKAGEN
35584,22,COPENHAGEN KASTRUP
35585,15,SKRYDSTRUP
35585,16,AALBORG
35586,16,SKAGEN
35588,19,SKAGEN
35588,24,SKRYDSTRUP
35590,21,TIRSTRUP
35591,19,KARUP
35592,24,AALBORG
35593,22,SKRYDSTRUP
35593,23,ODENSE / BELDRINGE
35594,20,THYBOROEN
35596,13,BILLUND LUFTHAVN
35596,13,THYBOROEN
35596,15,AALBORG
35597,16,SKRYDSTRUP
35598,16,THYBOROEN
35598,17,SKRYDSTRUP
35599,16,SKRYDSTRUP
35596,15,SKRYDSTRUP
35596,16,TIRSTRUP
35597,13,BILLUND LUFTHAVN
35597,14,THYBOROEN
35597,16,AALBORG
35597,18,SKAGEN
35598,18,BILLUND LUFTHAVN
35600,17,SKAGEN
35601,18,TIRSTRUP
35601,19,BILLUND LUFTHAVN
35602,15,BILLUND LUFTHAVN
35602,16,AALBORG
35603,17,COPENHAGEN KASTRUP
35603,17,AALBORG
35604,17,COPENHAGEN KASTRUP
35604,17,TIRSTRUP
35606,13,THYBOROEN
35606,14,AALBORG
35606,16,ODENSE / BELDRINGE
35607,17,THYBOROEN
35608,19,KARUP
35609,24,ODENSE / BELDRINGE
35610,23,THYBOROEN
35610,24,COPENHAGEN KASTRUP
35611,19,THYBOROEN
35611,20,SKRYDSTRUP
35611,24,COPENHAGEN KASTRUP
35585,15,BILLUND LUFTHAVN
35586,20,COPENHAGEN KASTRUP
35586,21,TIRSTRUP
35587,20,THYBOROEN
35587,23,TIRSTRUP
35587,23,SKRYDSTRUP
35588,24,BILLUND LUFTHAVN
35589,25,BILLUND LUFTHAVN
35590,19,SKAGEN
35590,20,AALBORG
35591,20,SKAGEN
35591,20,COPENHAGEN KASTRUP
35593,19,THYBOROEN
35594,21,COPENHAGEN KASTRUP
35595,22,COPENHAGEN KASTRUP
35596,18,ODENSE / BELDRINGE
35597,16,COPENHAGEN KASTRUP
35599,18,ODENSE / BELDRINGE
35600,19,SKRYDSTRUP
35601,19,COPENHAGEN KASTRUP
35602,16,COPENHAGEN KASTRUP
35603,17,TIRSTRUP
35603,18,ODENSE / BELDRINGE
35604,19,ODENSE / BELDRINGE
35605,13,SKRYDSTRUP
35605,13,BILLUND LUFTHAVN
35607,18,KARUP
35608,17,THYBOROEN
35608,18,COPENHAGEN KASTRUP
35609,16,SKAGEN
35609,20,TIRSTRUP
35610,24,SKRYDSTRUP
35611,23,KARUP
35612,19,KARUP
35612,22,AALBORG
35613,20,SKAGEN
35613,21,BILLUND LUFTHAVN
35614,18,AALBORG
35614,22,ODENSE / BELDRINGE
35615,18,TIRSTRUP
35615,19,BILLUND LUFTHAVN
35615,21,SKRYDSTRUP
35615,21,COPENHAGEN KASTRUP
35616,22,ODENSE / BELDRINGE
35618,22,BILLUND LUFTHAVN
35618,23,SKRYDSTRUP
35619,21,SKRYDSTRUP
35622,23,COPENHAGEN KASTRUP
35623,25,ODENSE / BELDRINGE
35624,24,SKRYDSTRUP
35625,20,SKRYDSTRUP
35626,23,BILLUND LUFTHAVN
35626,24,SKAGEN
35579,13,SKAGEN
35579,14,SKRYDSTRUP
35581,18,KARUP
35582,18,SKRYDSTRUP
35583,21,TIRSTRUP
35583,21,THYBOROEN
35583,22,BILLUND LUFTHAVN
35585,11,THYBOROEN
35585,19,ODENSE / BELDRINGE
35587,23,BILLUND LUFTHAVN
35589,24,ODENSE / BELDRINGE
35590,20,KARUP
35591,18,AALBORG
35592,22,THYBOROEN
35592,23,BILLUND LUFTHAVN
35595,19,SKRYDSTRUP
35595,21,KARUP
35597,12,ODENSE / BELDRINGE
35599,18,AALBORG
35599,18,KARUP
35599,19,COPENHAGEN KASTRUP
35600,21,AALBORG
35601,17,AALBORG
35602,16,SKAGEN
35603,17,KARUP
35608,21,SKRYDSTRUP
35609,18,THYBOROEN
35611,24,ODENSE / BELDRINGE
35593,23,COPENHAGEN KASTRUP
35594,21,ODENSE / BELDRINGE
35597,17,TIRSTRUP
35598,20,ODENSE / BELDRINGE
35600,17,THYBOROEN
35601,18,SKAGEN
35602,18,ODENSE / BELDRINGE
35603,17,THYBOROEN
35604,16,THYBOROEN
35604,18,AALBORG
35607,17,SKAGEN
35608,19,BILLUND LUFTHAVN
35608,22,SKAGEN
35609,20,BILLUND LUFTHAVN
35613,21,TIRSTRUP
35613,21,SKRYDSTRUP
35614,20,BILLUND LUFTHAVN
35616,21,TIRSTRUP
35617,19,KARUP
35620,22,COPENHAGEN KASTRUP
35621,26,SKRYDSTRUP
35622,24,TIRSTRUP
35622,25,KARUP
35622,25,SKRYDSTRUP
35623,24,AALBORG
35624,22,TIRSTRUP
35624,23,BILLUND LUFTHAVN
35624,25,ODENSE / BELDRINGE
35582,19,THYBOROEN
35584,22,AALBORG
35584,24,ODENSE / BELDRINGE
35585,14,TIRSTRUP
35586,18,THYBOROEN
35586,22,KARUP
35589,21,THYBOROEN
35590,19,COPENHAGEN KASTRUP
35592,24,KARUP
35594,20,TIRSTRUP
35594,20,AALBORG
35594,20,SKAGEN
35595,20,AALBORG
35596,17,KARUP
35597,17,KARUP
35598,19,TIRSTRUP
35598,19,AALBORG
35598,20,COPENHAGEN KASTRUP
35599,16,SKAGEN
35601,19,SKRYDSTRUP
35602,16,KARUP
35604,17,SKRYDSTRUP
35605,18,KARUP
35605,19,SKAGEN
35606,14,KARUP
35606,15,BILLUND LUFTHAVN
35607,17,AALBORG
35608,17,AALBORG
35610,18,SKAGEN
35593,22,BILLUND LUFTHAVN
35593,23,KARUP
35594,20,BILLUND LUFTHAVN
35595,20,BILLUND LUFTHAVN
35596,17,SKAGEN
35596,17,COPENHAGEN KASTRUP
35598,20,KARUP
35599,17,THYBOROEN
35600,19,ODENSE / BELDRINGE
35601,19,ODENSE / BELDRINGE
35601,19,THYBOROEN
35602,16,SKRYDSTRUP
35604,17,BILLUND LUFTHAVN
35604,17,KARUP
35605,18,AALBORG
35606,16,SKAGEN
35607,18,TIRSTRUP
35607,18,COPENHAGEN KASTRUP
35608,15,ODENSE / BELDRINGE
35608,16,TIRSTRUP
35609,21,SKRYDSTRUP
35610,24,KARUP
35610,24,BILLUND LUFTHAVN
35611,21,BILLUND LUFTHAVN
35613,22,KARUP
35614,19,THYBOROEN
35615,19,ODENSE / BELDRINGE
35612,17,THYBOROEN
35612,18,SKRYDSTRUP
35613,18,THYBOROEN
35614,20,KARUP
35615,21,AALBORG
35616,20,BILLUND LUFTHAVN
35616,21,COPENHAGEN KASTRUP
35617,20,COPENHAGEN KASTRUP
35617,21,AALBORG
35618,18,THYBOROEN
35618,23,KARUP
35619,17,THYBOROEN
35619,19,AALBORG
35620,23,TIRSTRUP
35621,24,TIRSTRUP
35624,23,AALBORG
35625,20,AALBORG
35627,21,THYBOROEN
35627,23,KARUP
35628,18,SKRYDSTRUP
35630,19,ODENSE / BELDRINGE
35630,23,SKAGEN
35631,25,AALBORG
35631,25,BILLUND LUFTHAVN
35632,24,BILLUND LUFTHAVN
35632,26,AALBORG
35632,26,THYBOROEN
35632,27,KARUP
35599,19,TIRSTRUP
35600,18,TIRSTRUP
35600,19,KARUP
35601,19,KARUP
35602,16,TIRSTRUP
35603,16,BILLUND LUFTHAVN
35605,17,TIRSTRUP
35606,14,COPENHAGEN KASTRUP
35607,17,BILLUND LUFTHAVN
35607,17,SKRYDSTRUP
35609,19,AALBORG
35610,24,ODENSE / BELDRINGE
35611,21,SKAGEN
35611,21,TIRSTRUP
35612,18,SKAGEN
35612,19,COPENHAGEN KASTRUP
35613,23,ODENSE / BELDRINGE
35614,20,SKAGEN
35615,19,SKAGEN
35616,21,SKRYDSTRUP
35618,21,AALBORG
35618,24,COPENHAGEN KASTRUP
35619,21,COPENHAGEN KASTRUP
35619,22,ODENSE / BELDRINGE
35620,21,SKAGEN
35621,22,SKAGEN
35621,25,ODENSE / BELDRINGE
35626,24,KARUP
35627,20,SKRYDSTRUP
35628,22,KARUP
35629,22,AALBORG
35629,23,BILLUND LUFTHAVN
35630,22,THYBOROEN
