id,tipo,clasificacion,descripcionresumida,responsable,calle,altura,letra,bis,coordenadax,coordenaday,GEOJSON
116404,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,OLASCOAGA CNEL. MANUEL JOS,1520,,0,5434871.56442043,6355059.80100265,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.696474, -32.945382 ] } }"
116403,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,OLASCOAGA CNEL. MANUEL JOS,1220,,0,5434852.51067342,6355472.90326624,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.696648, -32.941656 ] } }"
116402,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,LARREA JUAN,1520,,0,5434802.70638334,6355056.61323733,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.697210, -32.945406 ] } }"
116399,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,FUHR TOMAS,1280,,0,5434719.16639566,6355354.30198235,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.698082, -32.942717 ] } }"
116401,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,LARREA JUAN,1220,,0,5434782.61917932,6355483.92969046,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.697395, -32.941552 ] } }"
101125,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,FUHR TOMAS,1220,,0,5434712.56639566,6355495.34573235,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.698143, -32.941445 ] } }"
101129,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,FUHR TOMAS,1520,,0,5434733.48135499,6355053.40597425,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.697951, -32.945431 ] } }"
102122,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,OLASCOAGA CNEL. MANUEL JOS,1580,,0,5434878.05817043,6354920.60100265,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.696414, -32.946637 ] } }"
119573,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Lime,ESPAÑA,3402,,0,5438832.32440804,6351759.31416917,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.654340, -32.975368 ] } }"
119575,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Lime,ESPAÑA,3518,,0,5438805.20398594,6351625.53887868,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.654639, -32.976573 ] } }"
119533,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Lime,ESPAÑA,3210,,0,5438884.92277663,6352016.04716378,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.653760, -32.973057 ] } }"
119527,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Lime,ESPAÑA,3020,,0,5438935.40830881,6352257.56099659,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.653204, -32.970882 ] } }"
119528,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Lime,ESPAÑA,3114,,0,5438911.10320184,6352138.47737257,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.653472, -32.971954 ] } }"
119525,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Lime,ESPAÑA,2818,,0,5438988.09168207,6352515.0968188,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.652623, -32.968563 ] } }"
119526,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Lime,ESPAÑA,2910,,0,5438964.33089587,6352397.99414211,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.652885, -32.969617 ] } }"
116400,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,FUHR TOMAS,1580,,0,5434740.19385499,6354914.98097425,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.697889, -32.946679 ] } }"
101599,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,LARREA JUAN,1280,,0,5434788.58585439,6355354.26874925,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.697340, -32.942722 ] } }"
119509,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Lime,ENTRE RIOS,2614,,0,5439560.81797689,6352661.69269297,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.646488, -32.967273 ] } }"
119516,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Lime,ENTRE RIOS,3210,,0,5439404.22309862,6351907.17551987,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.648212, -32.974067 ] } }"
119511,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Lime,ENTRE RIOS,2810,,0,5439510.00733065,6352416.84422906,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.647047, -32.969478 ] } }"
116566,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,13105,3820,,0,5432538.59466257,6362138.48835583,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.720903, -32.881417 ] } }"
116565,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,13105,3880,,0,5432525.112446,6362220.15527453,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.721041, -32.880680 ] } }"
116563,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,CULLEN Y UGARTE,2850,,0,5432241.96313472,6362564.94169845,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.724041, -32.877554 ] } }"
126493,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,VELEZ SARSFIELD DALMACIO,5550,,0,5434544.77247046,6357262.61590656,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.699812, -32.925501 ] } }"
119513,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Lime,ENTRE RIOS,3020,,0,5439455.31251615,6352150.77720109,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.647650, -32.971874 ] } }"
116575,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,CULLEN Y UGARTE,3050,,0,5431963.43906422,6362548.76969435,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.727018, -32.877683 ] } }"
116573,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,PAUNERO GRAL. WENCESLAO,3950,,0,5432089.04038499,6362299.27397871,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.725695, -32.879940 ] } }"
116578,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,13106,3950,,0,5432157.0853863,6362303.5089558,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.724967, -32.879906 ] } }"
116571,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,ONCATIVO,2920,,0,5432184.14488446,6362238.98462031,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.724683, -32.880489 ] } }"
116572,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,ONCATIVO,2980,,0,5432103.2845329,6362233.84985679,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.725547, -32.880531 ] } }"
116568,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,1369,3550,,0,5432472.21042787,6362000.51323082,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.721622, -32.882657 ] } }"
116564,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,LAGUNA NICOLAS,4150,,0,5432211.24037675,6362461.28412237,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.724377, -32.878487 ] } }"
116579,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,ONCATIVO,2780,,0,5432370.19691974,6362250.80168222,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.722694, -32.880394 ] } }"
119522,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Lime,ESPAÑA,2620,,0,5439038.31195241,6352761.10749951,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.652070, -32.966348 ] } }"
119521,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Lime,ENTRE RIOS,3502,,0,5439327.56531207,6351531.92700425,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.649057, -32.977446 ] } }"
119519,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Lime,ENTRE RIOS,3414,,0,5439351.46421464,6351648.49390433,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.648794, -32.976397 ] } }"
119518,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Lime,ENTRE RIOS,3374,,0,5439361.47285103,6351697.23336878,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.648684, -32.975958 ] } }"
119517,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Lime,ENTRE RIOS,3345,,0,5439398.73687486,6351729.52868847,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.648283, -32.975669 ] } }"
119515,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Lime,ENTRE RIOS,3132,,0,5439425.12666412,6352005.88848276,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.647982, -32.973178 ] } }"
116576,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,CULLEN Y UGARTE,3110,,0,5431804.68182449,6362539.6174915,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.728715, -32.877755 ] } }"
102251,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,PAUNERO GRAL. WENCESLAO,4150,,0,5432079.80036063,6362460.32440332,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.725782, -32.878487 ] } }"
67102,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,ESPAÑOL,5950,,0,5434206.64,6354809.11,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.703602, -32.947602 ] } }"
116574,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,1399,2950,,0,5432129.63977832,6362398.77875013,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.725254, -32.879045 ] } }"
116569,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,PAUNERO GRAL. WENCESLAO,3550,,0,5432108.36541506,6361962.42345438,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.725513, -32.882978 ] } }"
116567,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,13105,3550,,0,5432556.98968276,6362027.06323357,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.720714, -32.882423 ] } }"
68324,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,ESPAÑOL,6050,,0,5434098.27,6354805.05,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.704761, -32.947632 ] } }"
228317,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 - V Claro,Sumar,CORDOBA,1787,,0,5439431.60083799,6355163.65239306,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.647705, -32.944708 ] } }"
231651,Contenedor en vía pública,Metálico Verde Lateral,Organico 3.2 RST - V Oscuro,Sumar,LAVALLE GENERAL JUAN,2075,,0,5436270.04532895,6354058.98116694,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.681589, -32.954488 ] } }"
70072,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,RIO NEGRO,6630,,0,5433456.3026044,6355054.59478619,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.711608, -32.945343 ] } }"
119590,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Lime,ITALIA,3581,,0,5438691.32327171,6351570.26106874,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.655861, -32.977065 ] } }"
119588,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Lime,ITALIA,3389,,0,5438739.41133206,6351805.51885355,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.655330, -32.974947 ] } }"
74577,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,ALETTA DE SYLVAS JUAN,4650,,0,5437205.49,6349898.49,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.671869, -32.992054 ] } }"
74579,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,ANCHORENA TOMAS DE,620,,0,5439886.12,6349316.31,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.643227, -32.997454 ] } }"
74580,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,ARIJON MANUEL,650,,0,5439841.33,6348731.73,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.643745, -33.002722 ] } }"
74581,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,ARIJON MANUEL,2350,,0,5437673.71,6348644.81,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.666944, -33.003384 ] } }"
74582,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,ARIJON MANUEL,1951,,0,5438197.83,6348627.88,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.661337, -33.003566 ] } }"
74583,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,ARIJON MANUEL,1450,,0,5438913.14,6348698.01,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.653679, -33.002974 ] } }"
74584,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,ARIJON MANUEL,2751,B,0,5437095.98,6348581.54,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.673131, -33.003921 ] } }"
74585,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Lime,URIBURU PTE. JOSE EVARISTO ,2451,,0,5437478.02821161,6349952.0928019,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.668949, -32.991586 ] } }"
74586,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Lime,URIBURU PTE. JOSE EVARISTO ,3051,,0,5436686.00662239,6349916.60762491,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.677425, -32.991860 ] } }"
74587,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,AZARA FELIX DE,850,,0,5439584.8,6349826.91,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.646417, -32.992833 ] } }"
74589,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,BATLLE Y ORDOÑEZ JOSE,250,,0,5440669.5,6348108.13,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.634923, -33.008390 ] } }"
74590,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,BATLLE Y ORDOÑEZ JOSE,750,,0,5439652.21,6348066.07,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.645812, -33.008713 ] } }"
74591,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,BATLLE Y ORDOÑEZ JOSE,1650,,0,5438653.62,6348034.78,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.656500, -33.008940 ] } }"
74592,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,BERMUDEZ JOSE A,5350,,0,5439919.93,6349129.46,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.642878, -32.999140 ] } }"
74594,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,BERUTI ANTONIO LUIS,3351,,0,5441352.45,6351324.28,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.627410, -32.979429 ] } }"
74595,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,BUENOS AIRES,5151,,0,5439720.41,6349330.5,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.644999, -32.997317 ] } }"
74596,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,BUENOS AIRES,4651,A,0,5439856,6350031.77,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.643502, -32.991001 ] } }"
74598,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,CENTENARIO,1250,,0,5439162.44,6348568.37,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.651020, -33.004157 ] } }"
74602,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,COLOMBO LUIS,1250,,0,5439177.4,6348395.37,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.650871, -33.005718 ] } }"
74603,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,CONVENCION,3040,,0,5441525.96,6351675.3,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.625531, -32.976274 ] } }"
74604,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,CORRIENTES,5551,,0,5438961.13,6348849.26,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.653155, -33.001613 ] } }"
74605,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,DE LA QUINTANA HILARION,671,,0,5439785.18,6348931.71,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.644332, -33.000916 ] } }"
74606,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,DE LUCA ESTEBAN,1421,,0,5438890.05,6349559.64,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.653868, -32.995204 ] } }"
74607,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,DEL CAMPO ESTANISLAO,4750,,0,5438822.36,6349854.48,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.654573, -32.992542 ] } }"
74609,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,NUESTRA SRA DEL ROSARIO,470,,0,5440218.94,6349097.88,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.639680, -32.999441 ] } }"
74610,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,NUESTRA SRA DEL ROSARIO,1450,,0,5438869.98,6349041.29,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.654118, -32.999877 ] } }"
74611,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,ENTRE RIOS,5850,,0,5439082.63,6348491.81,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.651879, -33.004843 ] } }"
74612,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,ESMERALDA,1950,,0,5441562.26,6353135.98,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.625050, -32.963106 ] } }"
74617,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,GALVEZ JOSE,150,,1,5441438.89,6352181.38,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.626431, -32.971706 ] } }"
74619,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,GUTIERREZ JUAN MARIA,1650,,0,5438566.81,6349678.07,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.657319, -32.994118 ] } }"
74620,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,HUERGO INGENIERO,4650,,0,5440209.05,6350030.22,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.639725, -32.991035 ] } }"
74622,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,ISRAEL ESTADO DE,1250,,0,5439100.54,6349941.23,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.651591, -32.991776 ] } }"
74623,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,ISRAEL ESTADO DE,2550,,0,5437349.64,6349863.4,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.670329, -32.992378 ] } }"
74626,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,JUAREZ BENITO,1351,,0,5438969.82,6349786.06,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.653000, -32.993167 ] } }"
74627,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,JUAREZ BENITO,2451,,0,5437487.45,6349719.59,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.668864, -32.993683 ] } }"
74629,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,LAMADRID GREGORIO ARAOZ D,651,,0,5439812.96,6349356.87,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.644007, -32.997084 ] } }"
74630,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,LAPRIDA FRANCISCO NARCISO,4650,,0,5439665.9,6349992.79,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.645539, -32.991342 ] } }"
74631,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,LEIVA JULIAN DE,5650,,0,5440368.47,6348798.09,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.638100, -33.002153 ] } }"
74632,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metalico 1m3,Lime,MAIDA,4650,,0,5438545.27,6349958.73,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.657531, -32.991587 ] } }"
