id,tipo,clasificacion,descripcionresumida,responsable,calle,altura,letra,bis,coordenadax,coordenaday,GEOJSON
101868,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,MEJICO,450,,0,5432761.15051227,6356402.72581413,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.718841, -32.935272 ] } }"
101869,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,MEJICO,550,,0,5432766.48058598,6356293.07137983,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.718775, -32.936481 ] } }"
101870,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,MEJICO,650,,0,5432772.29627094,6356167.01152771,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.718711, -32.937636 ] } }"
101871,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,MEJICO,750,,0,5432779.31497063,6356032.95484371,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.718657, -32.938708 ] } }"
101872,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,MEJICO,850,,0,5432786.17776382,6355904.87020626,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.718601, -32.939786 ] } }"
101873,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,MEJICO,950,,0,5432792.09438705,6355786.06761181,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.730522, -32.927589 ] } }"
101874,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,MEJICO,1050,,0,5432798.12369939,6355666.51624643,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.732905, -32.927652 ] } }"
101886,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,MICHELETTI ARQUITECTO JOSE,7830,,0,5431673.86411039,6357011.52552459,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.733611, -32.927671 ] } }"
101887,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,MICHELETTI ARQUITECTO JOSE,7930,,0,5431451.07694698,6357003.05194304,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.735226, -32.927713 ] } }"
101888,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,MICHELETTI ARQUITECTO JOSE,7960,,0,5431384.99758641,6357000.51404226,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.696522, -32.905368 ] } }"
101889,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,MICHELETTI ARQUITECTO JOSE,8030,,0,5431233.97179554,6356994.75082181,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.691742, -32.881068 ] } }"
101846,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,MEDRANO DR. PEDRO,1050,,0,5434837.68304691,6359497.5192262,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.691956, -32.880376 ] } }"
101904,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,DE MIRANDA FRANCISCO,3620,,0,5435267.24563331,6362195.55309994,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.692323, -32.879189 ] } }"
101905,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,DE MIRANDA FRANCISCO,3710,,0,5435246.732572,6362272.15291657,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.717284, -32.888244 ] } }"
101906,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,DE MIRANDA FRANCISCO,3816,,0,5435211.55024808,6362403.48453423,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.717382, -32.887683 ] } }"
101912,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,MISTRAL GABRIELA,2630,,0,5432882.40169115,6361383.72867361,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.699043, -32.876480 ] } }"
101913,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,MISTRAL GABRIELA,2660,,0,5432872.76354364,6361445.86629349,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.667327, -32.925534 ] } }"
101935,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,MONT CENIS,4150,,0,5434580.65875634,6362699.81506872,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.667338, -32.923834 ] } }"
101941,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,MONTEAGUDO BERNARDO DE,250,,1,5437583.22384626,6357278.68259137,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.697086, -32.927777 ] } }"
101942,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,MONTEAGUDO BERNARDO DE,350,,1,5437581.02091836,6357467.20651113,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.715448, -32.947399 ] } }"
101897,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,MINETTI,5350,,0,5434801.34221088,6357011.84071175,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.693709, -32.937237 ] } }"
101980,Contenedor en vía pública,Plástico Verde Trasera,Contenedor en vía pública - Plástico Verde Trasera,Limpar,MONTEVIDEO,6950,,0,5433098.71415766,6354824.17465701,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.693701, -32.938227 ] } }"
101981,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,MORE FELIPE,860,,0,5435124.10627059,6355964.75803017,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.693665, -32.939060 ] } }"
101982,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,MORE FELIPE,960,A,0,5435125.64801832,6355855.00217839,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.693691, -32.940090 ] } }"
101983,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,MORE FELIPE,960,B,0,5435129.57598464,6355762.6708396,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.693800, -32.941326 ] } }"
101984,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,MORE FELIPE,1060,,0,5435127.9185531,6355648.35354669,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.708221, -32.947198 ] } }"
101985,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,MORE FELIPE,1160,,0,5435118.59508853,6355511.25280436,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.724684, -32.925234 ] } }"
101976,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,MONTEVIDEO,6350,,0,5433774.35026939,6354851.02340278,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.726082, -32.925272 ] } }"
101995,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,MORRISON,7550,,0,5432218.18693064,6357276.57307236,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.728252, -32.925332 ] } }"
101996,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,MORRISON,7630,,0,5432087.40707854,6357271.34827689,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.730794, -32.925403 ] } }"
101997,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,MORRISON,7730,,0,5431884.46146382,6357263.31195301,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.731321, -32.925417 ] } }"
101998,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,MORRISON,7830,,0,5431646.81916363,6357253.88420102,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.732957, -32.925462 ] } }"
101999,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,MORRISON,7860,,0,5431597.48042678,6357251.92609575,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.735307, -32.925527 ] } }"
102000,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,MORRISON,7930,,0,5431444.49467848,6357245.85366453,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.737582, -32.925590 ] } }"
102001,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,MORRISON,8030,,0,5431224.75250181,6357237.1461278,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.692493, -32.872951 ] } }"
102002,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,MORRISON,8130,,0,5431012.03355683,6357228.70527018,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.682423, -32.908974 ] } }"
102018,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,MUSTO PINTOR,365,,0,5435191.09843432,6363095.30863961,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.683730, -32.909025 ] } }"
102023,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,NANSEN,250,,0,5436159.31360489,6359106.22884357,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.685048, -32.909080 ] } }"
102024,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,NANSEN,350,,0,5436037.13503602,6359099.7389196,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.687319, -32.909173 ] } }"
102025,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,NANSEN,450,,0,5435913.8191502,6359092.86940774,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.712401, -32.931342 ] } }"
102026,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,NANSEN,650,,0,5435701.43652365,6359081.15237917,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.672630, -32.922484 ] } }"
102037,Contenedor en vía pública,Plástico Verde Trasera,Contenedor en vía pública - Plástico Verde Trasera,Limpar,NAVARRO PRESB. DR. JULIAN,6650,,0,5433371.64642275,6356606.90344811,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.685147, -32.914336 ] } }"
102044,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,DON ORIONE,630,,0,5437085.01311081,6357613.76487823,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.669768, -32.922414 ] } }"
102041,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,NEIL,1550,,0,5435908.38159003,6358509.87903603,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.670757, -32.922437 ] } }"
102042,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,DON ORIONE,450,,0,5437352.68314584,6357623.2866024,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.674270, -32.922525 ] } }"
102043,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,DON ORIONE,530,,0,5437260.23273993,6357620.09025498,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.676014, -32.922627 ] } }"
102045,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,DON ORIONE,750,,0,5436931.70678781,6357608.26784611,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.677537, -32.922672 ] } }"
102046,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,DON ORIONE,850,,0,5436768.6568293,6357595.88011087,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.678814, -32.922705 ] } }"
102047,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,DON ORIONE,950,,0,5436626.15978205,6357589.98363859,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.735581, -32.874275 ] } }"
102048,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,DON ORIONE,1050,,0,5436506.82304736,6357585.61629165,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.735627, -32.873483 ] } }"
102007,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,MORROW,4548,,0,5431159.49125037,6362921.09775642,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.704780, -32.958466 ] } }"
102008,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,MORROW,4598,,0,5431154.53215454,6363008.95945557,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.699085, -32.944056 ] } }"
76890,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Plástico Gris / Negro Superior,Lime,GARZON,2551,,0,5434104.51,6353603.43,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.700364, -32.944099 ] } }"
102066,Contenedor en vía pública,Plástico Verde Trasera,Contenedor en vía pública - Plástico Verde Trasera,Limpar,NEUQUEN,5550,,0,5434626.3812805,6355205.19704232,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.721279, -32.932197 ] } }"
102067,Contenedor en vía pública,Plástico Verde Trasera,Contenedor en vía pública - Plástico Verde Trasera,Limpar,NEUQUEN,5650,,0,5434506.80236912,6355199.6942305,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.721231, -32.933210 ] } }"
102080,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,NICARAGUA,350,,0,5432541.89708878,6356506.44356521,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.721186, -32.934197 ] } }"
102081,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,NICARAGUA,450,,0,5432547.14421021,6356394.18723335,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.721130, -32.935333 ] } }"
102082,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,NICARAGUA,550,,0,5432552.15695569,6356284.74699002,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.721068, -32.936540 ] } }"
102083,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,NICARAGUA,650,,0,5432558.2379216,6356158.79197424,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.721006, -32.937698 ] } }"
102084,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,NICARAGUA,750,,0,5432564.92441619,6356024.94703943,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.720891, -32.939851 ] } }"
102085,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,NICARAGUA,850,,0,5432571.63671035,6355896.57825404,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.729907, -32.911503 ] } }"
102086,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,NICARAGUA,1050,,0,5432583.99454934,6355657.79942966,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.719916, -32.944666 ] } }"
102116,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,?USTA,7750,,0,5431719.09441316,6358796.05375975,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.721067, -32.944701 ] } }"
102064,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,NEUQUEN,7350,,0,5432678.82558571,6355124.38178877,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.696444, -32.946009 ] } }"
102065,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,NEUQUEN,7450,,0,5432571.24645324,6355119.86682518,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.696444, -32.946009 ] } }"
102124,Contenedor en vía pública,Plástico Verde Trasera,Contenedor en vía pública - Plástico Verde Trasera,Limpar,OLASCOAGA CNEL. MANUEL JOS,1550,,0,5434874.81129543,6354990.20100265,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.680117, -32.936863 ] } }"
102125,Contenedor en vía pública,Plástico Verde Trasera,Contenedor en vía pública - Plástico Verde Trasera,Limpar,OLASCOAGA CNEL. MANUEL JOS,1550,,0,5434874.81129543,6354990.20100265,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.681476, -32.936619 ] } }"
102133,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,OLIDEN MANUEL LUIS DE,4202,,0,5436395.07381687,6356014.57205675,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.676036, -32.912633 ] } }"
102134,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,OLIDEN MANUEL LUIS DE,4306,,0,5436267.73220958,6356040.78097592,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.677298, -32.912666 ] } }"
102136,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,OLIVE AUGUSTO J,850,,0,5436759.45119062,6358704.28402074,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.678561, -32.912701 ] } }"
102137,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,OLIVE AUGUSTO J,950,,0,5436641.46465596,6358699.85990065,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.679822, -32.912737 ] } }"
102138,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,OLIVE AUGUSTO J,1050,,0,5436523.33319205,6358695.20168805,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.681087, -32.912771 ] } }"
102139,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,OLIVE AUGUSTO J,1150,,0,5436405.33724645,6358690.51962678,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.682348, -32.912808 ] } }"
102140,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,OLIVE AUGUSTO J,1250,,0,5436287.02292881,6358685.90250709,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.683608, -32.912842 ] } }"
102141,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,OLIVE AUGUSTO J,1350,,0,5436169.07964042,6358681.0925769,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.685149, -32.912882 ] } }"
102142,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,OLIVE AUGUSTO J,1450,,0,5436051.2793762,6358676.57025436,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.712492, -32.887353 ] } }"
102143,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,OLIVE AUGUSTO J,1550,,0,5435907.09990117,6358671.17734376,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.716178, -32.886322 ] } }"
102155,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,ORTEGA FRANCISCO SOLANO,2750,,0,5433330.16945636,6361485.58346452,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.717787, -32.886387 ] } }"
102163,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,PALESTINA,2524,,0,5432984.48526889,6361597.57587232,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.689411, -32.907536 ] } }"
102164,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,PALESTINA,2560,,0,5432833.90026889,6361589.32587232,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.696560, -32.943575 ] } }"
102119,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,OCHO DE NOVIEMBRE,750,,0,5435504.5794021,6359261.43095342,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.721563, -32.880341 ] } }"
102120,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,OLASCOAGA CNEL. MANUEL JOS,1350,,0,5434862.17651228,6355260.06636968,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.704304, -32.918049 ] } }"
102148,Contenedor en vía pública,Plástico Verde Trasera,Contenedor en vía pública - Plástico Verde Trasera,Limpar,ONCATIVO,2720,,0,5432476.03106558,6362257.40347572,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.701227, -32.935619 ] } }"
102128,Contenedor en vía pública,Metálico Verde Trasera,Contenedor en vía pública - Metálico Verde Trasera,Limpar,OLAVARRIA CNEL. JOSE,920,,1,5434119.10266691,6358086.31071084,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.701594, -32.936045 ] } }"
102189,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,PANAMA,730,,0,5434419.8161307,6356139.62311568,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.695735, -32.900855 ] } }"
102190,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,PANAMA,760,,0,5434385.80878852,6356092.13436915,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.689536, -32.909573 ] } }"
102209,Contenedor en vía pública,Plástico Verde Trasera,Contenedor en vía pública - Plástico Verde Trasera,Limpar,PARERA BLAS,1150,,0,5434908.01918378,6359998.58808762,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.671873, -32.918819 ] } }"
102219,Contenedor en vía pública,Plástico Verde Trasera,Contenedor en vía pública - Plástico Verde Trasera,Limpar,PASO DE USPALLATA,450,,0,5435494.34198839,6359035.45127521,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.673189, -32.918868 ] } }"
102220,Contenedor en vía pública,Metálico Verde Lateral,Contenedor en vía pública - Metálico Verde Lateral,Limpar,PASO JUAN JOSE,550,,0,5437153.2759797,6358020.69222169,"{ ""type"": ""Feature"", ""properties"": """", ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -60.674470, -32.918955 ] } }"
